titulo;duracion;genero;year;rating;gross;directors;actors
The Lady Makers;122 min;Drama            ;(2022);N/A;N/A;['>Tony Tite<', '>|<'];['>Amber Reign Smith<', '>Danielle Madison<', '>Lupe Leon<', '>Jasmine Guy<']
They Call Her Headhunter;71 min;Horror, Thriller            ;(2022);N/A;N/A;['>Gary Dean Orona<', '>|<'];['>Katie Morgan<', '>Evan Stone<', '>Tabitha Stevens<', '>Gary Dean Orona<']
Confinement;110 min;Crime            ;(2022);N/A;N/A;['>Dylan Welter<', '>|<'];['>Grayson Low<', '>Earl McWilliams<', '>Josephine Pellow<', '>Roger Wright<']
Bihe Pass;N/A;Comedy            ;(2022);N/A;N/A;['>Prabesh Poudel<', '>|<'];['>Shishir Bangdel<', '>Uma Baniya<', '>Rabindra Jha<', '>Dayahang Rai<']
Revolution X;N/A;Sci-Fi            ;(2022);N/A;N/A;['>Matt Cannon<', '>|<'];['>Tee Morris<', '>Carlotta Ryan<', '>Ruggero Barlaba<', '>Imogen Archer<']
Ghost Crew;N/A;Horror            ;(2022);6.4;N/A;['>Lawrie Brewster<', '>|<'];['>Tom Staunton<', '>Michael Brewster<', '>Megan Tremethick<', '>Gordon Holliday<']
Geronimo's Revenge;N/A;Western            ;(2022);N/A;N/A;['>Mario Gandolfo<', '>|<'];['>Mike Carrafa<', '>Pat Kelly<', '>Ben Byrd<', '>Michael Ochotorena<']
Reanimation Team;98 min;Action, Adventure, Sci-Fi            ;(2022);N/A;N/A;['>David Jon Foster<', '>|<'];['>Diane Franklin<', '>Linda Gaye Scott<', '>David Jon Foster<', '>Robert D. Parham<']
The Four Fathers;N/A;Drama            ;(2022);N/A;N/A;['>Ian David Nsenga<', '>|<'];['>Princess Davis<', '>Zak Santiago<', '>Jaime M. Callica<', '>Junnicia Lagoutin<']
Charlotte M. - Il film: Flamingo Party;N/A;Musical, Romance            ;(2022);N/A;N/A;['>Emanuele Pisano<', '>|<'];['>Charlotte M.<', '>Gabriele Rizzoli<', '>Alisia Ferri<', '>Carola Abdalla Said<']
The Wrong;128 min;Thriller            ;(2022);N/A;N/A;['>Carlo Bath<', '>|<'];['>Daniel Eghan<', '>Andrew Bell<', '>David Duke<', '>Andrea Sandell<']
Proisshestviye v strane Multi-Pulti;54 min;Comedy, Musical            ;(2022);6.0;N/A;['>Mikhail Mironov<', '>Gleb Orlov<', '>|<'];['>Alexander Petrov<', '>Danila Kozlovskiy<', '>Sergey Burunov<', '>Evgeniy Tsyganov<']
Alaska;124 min;Drama            ;(2022);8.7;N/A;['>Max Gleschinski<', '>|<'];['>Pegah Ferydoni<', '>Milena Dreißig<', '>Karsten Mielke<', '>Florian Anderer<']
As Real As You Make It;90 min;Comedy            ;(2022);N/A;N/A;['>Joseph Nelms<', '>|<'];['>Phillip Andre Botello<', '>Jessica Ruth Bell<', '>Julia Donnell<', '>Raymond Mastrovito<']
Sherwood Forest;N/A;N/A;(2022);N/A;N/A;['>Greg Mellott<', '>|<'];['>Barry Corbin<', '>Trevor Rogers<', '>Kyle Penington<', '>Charlie Bauer<']
Guntur Talkies 2;127 min;Comedy, Crime, Romance            ;(2022);N/A;N/A;['>Raaj Kumar M<', '>|<'];['>Raaj Kumar M<', '>Sunny Leone<', '>Mahesh Manjrekar<', '>Nikesha Patel<']
Freaky Profiling;90 min;Comedy            ;(2022);N/A;N/A;['>Cam Marshall<', '>|<'];['>Kendle Coffey<', '>James Dickey<', '>Joseph Moreland<', '>Kimberly M Gideon<']
Je Suis Auto;N/A;Action, Comedy, Sci-Fi            ;(2022);N/A;N/A;['>Juliana Neuhuber<', '>|<'];['>Chase Masterson<', '>Eric Hollaway<', '>Johannes Grenzfurthner<', '>Achmed Abdel-Salam<']
Brimstone Saint;N/A;Drama, Horror, Western            ;(2022);N/A;N/A;['>Chris Young<', '>|<'];['>Bill Oberst Jr.<', '>Carl Bailey<', '>Chase Anderson<', '>Jeff Grennell<']
Protein;N/A;Horror, Thriller            ;(2022);N/A;N/A;['>Tony Burke<', '>|<'];"['>Craig Russell<', '>Steve Meo<', '>Kai Owen<', "">Ross O'Hennessy<""]"
Green Fiction: Pilot;N/A;Sci-Fi            ;(2022);N/A;N/A;['>TJ Walker<', '>Rick Walters<', '>|<'];['>Angela DiMarco<', '>Noel Gugliemi<', '>Veronica Long<']
Foo Fighters: One Less Hero;45 min;Music            ;(2022);N/A;N/A;['>Jordan Hill<', '>|<'];['>Kurt Cobain<', '>Nathan Edwards<', '>Dave Grohl<', '>Taylor Hawkins<']
Subhadra;138 min;Action            ;(2022);N/A;N/A;['>ChandraShekharKanuri<', '>|<'];['>Sujjith<', '>Neha Deshpande<', '>Arrkaan<', '>Ramaraju<']
Sukhee;N/A;Drama            ;(2022);N/A;N/A;['>Sonal Joshi<', '>|<'];['>Shilpa Shetty Kundra<', '>Amit Sadh<', '>Chaitannya Choudhry<', '>Kusha Kapila<']
Night Duty;N/A;Crime, Thriller            ;(2022);N/A;N/A;['>Mimicry Dayanand<', '>|<'];['>Mimicry Dayanand<', '>Bhama Arun<']
Jim's Room;N/A;Horror            ;(2022);N/A;N/A;['>Zachary King<', '>|<'];['>Michael Masurkevitch<', '>Zachary King<', '>Jai Griffin<', '>Steve Kasan<']
Geo-rok-han: de-mun heon-teo-seu;N/A;Action, Fantasy, Horror            ;(2022);N/A;N/A;['>Lim Dae-hee<', '>|<'];['>Lee Da-wit<', '>Jung Ji-so<', '>Soo-jin Kyung<', '>Seohyun<']
An American Masquerade;N/A;Comedy, Crime, Romance            ;(2022);N/A;N/A;['>Addison Heath<', '>Jasmine Jakupi<', '>|<'];['>Lauren Francesca<', '>Shawn C. Phillips<', '>Ezra Buzzington<', '>Tom McLoughlin<']
Nora;N/A;Comedy, Drama, Music            ;(I) (2022);N/A;N/A;['>Anna Campbell<', '>|<'];['>Anna Campbell<', '>Nick Fink<', '>Sophie Baaden<', '>Kelli Bee<']
Blood Theatre;N/A;Horror            ;(2022);N/A;N/A;['>Bruce Thierry Cheung<', '>|<'];['>Allie Gallerani<', '>Coral Amiga<', '>Amber Viera<', '>Madison Banes<']
The Astronaut and His Parrot;N/A;Sci-Fi            ;(2022);N/A;N/A;['>Arati Kadav<', '>|<'];['>Ali Fazal<']
A Doll's House;N/A;Drama            ;(2022);N/A;N/A;['>Chadwick Harman<', '>|<'];['>Julia Donnell<', '>Alex Raines<', '>Amanda Jaros<', '>Terry Dale Parks<']
Jian Cha Feng Yun;N/A;Drama            ;(2022);N/A;N/A;['>Alan Mak<', '>|<'];['>Baihe Bai<', '>Johnny Huang<', '>Likun Wang<', '>Qianyuan Wang<']
Double Crosses;N/A;N/A;(2022);N/A;N/A;N/A;['>600Breezy<', '>Tiara Alexis<', '>Allan Wayne Anderson<', '>Bella<']
Storage Locker;113 min;Horror            ;(2022);N/A;N/A;['>Ray Spivey<', '>|<'];['>Jeannie Carter-Cruz<', '>Allen Danziger<', '>Ross Fischer<', '>Meredyth Fowler<']
Pacsirta;72 min;Drama            ;(2022);7.8;N/A;['>Béla Paczolay<', '>|<'];['>Anna Bede Fazekas<', '>Laura Döbrösi<', '>István Fillár<', '>Máté Haumann<']
Call Me Crazy;76 min;Comedy, Drama, Romance            ;(2022);N/A;N/A;['>Max Russell Pratts<', '>|<'];['>Elias Balthasar Becker<', '>Cathie Boruch<', '>Luca Brattesani<', '>Lily Brody<']
Back Door;N/A;Action            ;(2022);N/A;N/A;['>Ameir White<', '>|<'];['>Malik Mcleod<', '>Ameir White<']
Charlotte;90 min;Horror            ;(2022);N/A;N/A;['>Igor Sadovski<', '>|<'];['>Sergiu Beznitchi<', '>Dmitri Dubina<', '>Dumitru Ionascu<', '>Pirtac Marcus<']
Why Wait?;68 min;Drama            ;(2022);N/A;N/A;['>Benny L Andrews Jr.<', '>|<'];['>Benny L Andrews Jr.<', '>Aaron Andrews<', '>Derrick Deal<', '>Shauntrell Demesme<']
You and What Army;90 min;Comedy            ;(2022);N/A;N/A;['>Jim Menza<', '>|<'];['>Steve Bernstein<', '>Robert Bershadsky<', '>Jack Burr<', '>Austen Cloud<']
Connemara;N/A;N/A;(2022);N/A;N/A;['>Isild Le Besco<', '>|<'];['>Jeanne Balibar<', '>Marisa Berenson<', '>Élodie Bouchez<', '>Geoffrey Carey<']
Vice & Virtue;N/A;Drama            ;(2022);N/A;N/A;['>Cedi Ali Rajah<', '>|<'];['>Kristanna Loken<', '>Kathleen Kinmont<', '>Nicole Bilderback<', '>Manu Intiraymi<']
The Golden Fleece;N/A;Thriller            ;(2022);N/A;N/A;['>Benjamin Rider<', '>|<'];['>Lottie Johnson<', '>Victor Mellors<', '>Elliot Cable<', '>James Duval<']
Children of the Taliban;56 min;N/A;(2022);8.1;N/A;N/A;N/A
The Value of Nothing;N/A;Drama            ;(2022);N/A;N/A;['>Kelly Godell<', '>|<'];['>Audrey Blanche<', '>Micah Brown<', '>Julian Bryant<', '>Evan Butler<']
Pro God - Pro Gun;70 min;Action, Drama            ;(2022);N/A;N/A;['>Rene Perez<', '>|<'];['>Chase Bloomquist<', '>Ana Isabel Rosso<', '>Joseph Camilleri<', '>Chelsea Evered<']
Charlie Hustle;N/A;Drama            ;(2022);N/A;N/A;['>Kevin Porter<', '>|<'];['>Kevin Porter<', '>Joey Ruggiero<', '>Morgan Witkop<', '>Steve Filice<']
Nixed;119 min;Animation            ;(2022);N/A;N/A;['>Michael Davis<', '>|<'];['>Tanner Davis<', '>Richard Epcar<', '>Rick Zieff<']
Vai Dar Nada;110 min;Action, Comedy            ;(2022);N/A;N/A;['>Ana Luiza Azevedo<', '>Jorge Furtado<', '>|<'];['>Rafael Infante<', '>Katiuscia Canoro<', '>Júlia Barth<', '>Cauê Campos<']
Breaking Point;95 min;Drama, Mystery            ;(2022);N/A;N/A;['>Walter Binns<', '>|<'];['>Joshua Ferreira<', '>Anastasia Mirabelle<', '>David Cantillo<', '>Patrick Ryan<']
Bitcoin Baby;N/A;Crime, Drama            ;(2022);N/A;N/A;['>Michael G. Keller<', '>|<'];['>Sierra Nowak<', '>Anthony Casabianca<', '>Shane Dorriz<', '>Ramona Thornton<']
Ling du ji xian;112 min;Drama, Sport            ;(2022);N/A;N/A;['>Wai-Man Yip<', '>|<'];['>Geng Han<', '>Fang Yin<', '>Dun Chan<', '>Haifeng Ding<']
5 Seasons - eine Reise;120 min;Drama            ;(2022);N/A;N/A;['>Katja Sallay<', '>|<'];['>Mutlu Acar<', '>Pegah Ferydoni<', '>Christoph Gawenda<', '>Max Hegewald<']
Big Money;N/A;Comedy            ;(2022);N/A;N/A;['>Ritchie Greer<', '>|<'];['>Tara Reid<', '>Ben Swilley<', '>Willie Raysor<', '>A.J. Jamal<']
Dominique;N/A;Action, Crime, Thriller            ;(2022);N/A;N/A;['>Rick Mordecon<', '>|<'];['>Mourad Zaoui<', '>Yassine Azzouz<', '>Soultana Schiavi<']
Galang;106 min;Drama            ;(2022);7.3;N/A;N/A;N/A
Chalti Rahe Zindagi;100 min;Drama            ;(2022);N/A;N/A;['>Aarti S. Bagdi<', '>|<'];['>Seema Biswas<', '>Manjari Fadnnis<', '>Siddhant Kapoor<', '>Indraneil Sengupta<']
Delfino's Journey;N/A;Crime, Drama, Thriller            ;(2022);N/A;N/A;['>Arthur Allan Seidelman<', '>|<'];['>Sal Lopez<', '>Renata Vaca<', '>Giovanna Zacarías<', '>Gary Bisig<']
Surrounded by Idiots;90 min;Romance            ;(2022);N/A;N/A;['>Joe Aaron<', '>|<'];['>Joe Aaron<', '>Cinny Colbert Bass<', '>Ginger Blackstone<', '>Kylie Coffey<']
Heart Cycles;60 min;Drama            ;(2022);N/A;N/A;['>Jay Pennington<', '>Sarah Pennington<', '>Gerry Olert<', '>|<'];['>Jay Pennington<', '>Elizabeth Bode<', '>Olivia Clari Nice<', '>Janet Travis<']
Jing tian jiu yuan;N/A;Action, Drama            ;(2022);N/A;N/A;['>Oxide Chun Pang<', '>|<'];['>Jiang Du<', '>Qianyuan Wang<', '>Liya Tong<', '>Cecilia Han<']
Loon Lake;80 min;Horror            ;(2022);N/A;N/A;['>Abraham Archambault<', '>|<'];['>Zach DuFault<', '>Cate Burford<', '>Jack Brennan<', '>Jaedra DiGiammarino<']
Nobody's Angel;N/A;Thriller            ;(II) (2022);7.5;N/A;['>Dale S. Lewis<', '>|<'];['>Danny Arroyo<', '>Esin Varan<', '>Matthew Crowley<', '>Jon Briddell<']
The Chemists;N/A;Comedy, Drama, Romance            ;(2022);N/A;N/A;['>Nico Fulton Lavachek<', '>|<'];['>Margie Mays<', '>Jared Trevino<', '>Kelsie McDonald<', '>Annette Gromala<']
Avci 2: Savas Melegi;N/A;Action, Fantasy            ;(2022);N/A;N/A;['>Onur Aldogan<', '>|<'];['>Aylin Eren<', '>Gürbey Ileri<', '>Levent Sülün<', '>Turabi Çamkiran<']
Kartu Pos Wini;91 min;Drama, Family            ;(2022);N/A;N/A;['>Tarmizi Abka<', '>|<'];['>Keiko Ananta<', '>Fiedra Azalia<', '>Grace Kaitlin<', '>Ferly Putra<']
Honeymoon Diary;N/A;Drama            ;(2022);N/A;N/A;['>Pawan Pratap Singh<', '>|<'];['>Dhiraj Vijay Dixit<', '>Simran Khan<', '>Prakash Tiwari Madhur<', '>Gulshan Pandey<']
The Foreign Exchange Student 2: The Hunt;N/A;N/A;(2022);N/A;N/A;['>Jonathan Milton<', '>|<'];['>Qasim Barnes<', '>April Dillard<', '>Allana Grundy<', '>J.D. Laguerre<']
Hierarchy;N/A;Action, Drama            ;(2022);N/A;N/A;['>Russell Reed<', '>|<'];['>Xavier Alvarado<', '>Neyla Cantu<', '>Trish D. Powell<', '>Ruben Javier Caballero<']
Sirf Ek;119 min;Crime            ;(2022);7.9;N/A;['>Rahul Panshikar<', '>|<'];['>Leena Jumani<', '>Kiran D Patil<', '>Anuj Prabhu<', '>Devanshi Dhamankar<']
Billy Smith;N/A;Crime            ;(2022);N/A;N/A;['>Joshua Blewitt<', '>|<'];['>Zara Abraham<', '>Sharon Byatt<', '>Kev Carter<', '>Amanda Clapham<']
Black Site;45 min;Action            ;(II) (2022);N/A;N/A;['>John Balazs<', '>|<'];['>Matt Theo<', '>Amelie Mendoza<', '>Marcus Merkoski<', '>Zoran Bravo<']
Perimortem;N/A;Thriller            ;(2022);N/A;N/A;['>Austin Tutor<', '>|<'];['>Peter Aylward<', '>Josh Brandon<', '>Jeron Bray<', '>Dakota Bruton<']
Dog;105 min;Thriller            ;(III) (2022);N/A;N/A;['>Shailendra Singh<', '>|<'];['>Srikant Dwivedi<', '>Amika Shail<', '>Aradhana Sharma<', '>Shailendra Singh<']
Amriki Pandit;N/A;Drama            ;(2022);N/A;N/A;['>Kalpesh Garg<', '>|<'];['>Madhavan<', '>Manju Warrier<', '>Deepti Sati<', '>Dalip Tahil<']
De Gjenvendte;108 min;Comedy            ;(2022);N/A;N/A;['>Espen Larsson<', '>|<'];['>Magnus Aasheim<', '>Jawad Afzali<', '>Oswald Amoa<', '>Julian Asperheim<']
Room;122 min;Romance, Thriller            ;(II) (2022);N/A;N/A;['>Padmamagan<', '>|<'];['>Rakesh Adiga<', '>Manochitra<', '>Abishek Verma<']
The People in the Trees;N/A;Horror            ;(2022);N/A;N/A;['>Stacy Langenkamp<', '>|<'];['>Camille Keaton<', '>Justin Dwayne Hall<', '>Stacy Langenkamp<', '>Marian Sing<']
Kolej Rüyasi: Lise Günlükleri 2;N/A;Comedy            ;(2022);N/A;N/A;['>Can Sarcan<', '>|<'];['>Barbaros Dikmen<', '>Doga Konakoglu<', '>Halil Söyletmez<']
Come Back;N/A;Drama            ;(I) (2022);N/A;N/A;['>Brahim Chkiri<', '>|<'];['>Veronique Vandeven<']
Queen Rising;85 min;Mystery, Thriller            ;(2022);N/A;N/A;['>Princeton James<', '>|<'];['>Jade Abrielle<', '>K.J. Baker<', '>Candice Bradburn<', '>Taylor Bradburn<']
The Shroud;75 min;Horror            ;(2022);N/A;N/A;['>Fabrizio Spurio<', '>|<'];['>Francesco Lonigro<', '>Chiara Pavoni<']
Too Beautiful to Lie;N/A;Comedy            ;(2022);N/A;N/A;['>Yang Yuanhan<', '>|<'];['>Ruonan Zhang<', '>Yuhan Wu<', '>Yanshu Wu<', '>Xiaoyu Du<']
La lunga notte dei morti;N/A;Horror            ;(2022);N/A;N/A;['>Dario Germani<', '>|<'];['>Ydalia Suarez<', '>Robert Madison<', '>Monica Carpanese<', '>Alex Adinolfi<']
Beau;N/A;Drama, Musical            ;(2022);N/A;N/A;['>Josh Rhodes<', '>|<'];['>Jeb Brown<', '>Marlene Ginader<', '>Amelia Cormack<', '>Matt Rodin<']
Doppelgänger. Sobowtór;N/A;Thriller            ;(2022);N/A;N/A;['>Jan Holoubek<', '>|<'];['>Krzysztof Dracz<', '>Adam Ferency<', '>Nicolas Garin<', '>Jakub Gierszal<']
A Fistful of Karma;N/A;Comedy            ;(2022);N/A;N/A;['>Terence Gross<', '>|<'];['>Adrian Bouchet<', '>Stephanie Siadatan<', '>Oliver Tobias<', '>Dan Hildebrand<']
Ai quan qi yuan;N/A;Comedy, Romance            ;(2022);N/A;N/A;['>Tony Chan<', '>Wing Shya<', '>|<'];['>Shaofeng Feng<', '>Bextiyar Gülnezer<', '>Jackie Li<', '>Guanjin Bu<']
Space Sharks;70 min;Sci-Fi            ;(2022);N/A;N/A;['>Dustin Ferguson<', '>|<'];['>Eric Roberts<', '>Scott Schwartz<', '>Brinke Stevens<', '>Vida Ghaffari<']
A Beautiful Debt;35 min;Action            ;(2022);N/A;N/A;['>Luke J I Smith<', '>|<'];['>Darren Kent<', '>Jeska Pike<', '>Tony Denham<', '>Carolline Salomão<']
Rugby Boys;N/A;Drama            ;(2022);N/A;N/A;N/A;N/A
Can They See Us?;90 min;Drama            ;(2022);N/A;N/A;['>Kenny Mumba<', '>|<'];['>Kangwa Chileshe<', '>Ruth Jule<', '>Thabo Kaamba<', '>Fransisca Muchangwe<']
Trimmer;N/A;Drama            ;(2022);N/A;N/A;['>Christopher Holland<', '>|<'];['>Samuel Whitehill<', '>Nicola Lambo<', '>Rich Sands<', '>Napoleon Highbrou<']
Unmasked;84 min;Crime            ;(I) (2022);N/A;N/A;['>Rishi Jaiswal<', '>|<'];['>Rishi Arya<', '>Taylor Carr<', '>Ernest Cavazos<', '>Sumeet Dang<']
90:00 Minutes;N/A;Thriller            ;(2022);N/A;N/A;['>Nithin Thomas Kurisingal<', '>|<'];['>Santhosh Keezhattoor<', '>Arun Kumar<', '>Aju Varghese<']
I See a Darkness;N/A;Drama            ;(2022);N/A;N/A;['>James Arrabito<', '>|<'];['>Telles Alberto Rene<', '>Austin Savage<', '>Nikita Saenz-Lopez<', '>James Travis Kirk<']
A Good Enough Day;83 min;Drama            ;(2022);N/A;N/A;['>Trevor St. John<', '>|<'];['>Cameron Deere<', '>Trevor St. John<', '>Josh Wingate<']
Mars 2080;N/A;Sci-Fi            ;(2022);N/A;N/A;N/A;N/A
Malediction;N/A;Horror            ;(2022);N/A;N/A;['>Ali Chappell<', '>|<'];['>Ali Chappell<', '>Arrielle Edwards<', '>David Webb<', '>Brandy Dawley<']
Perdiendo mi virginidad 2;N/A;Drama            ;(2022);N/A;N/A;['>Enrique Murillo<', '>|<'];['>Martin Ciardiello<', '>Radamés de Jesús<', '>Jose Armando Gastelum<', '>Lorena Herrera<']
Just Sex;N/A;Drama            ;(2022);N/A;N/A;['>Lorenzo Pierson<', '>|<'];['>Chynna Abraham<', '>Lauren Ashley<', '>Jahi Ballard<', '>Brandi Bates<']
The Counselor;N/A;Adventure, Crime, Mystery            ;(2022);N/A;N/A;N/A;['>Manos Krystalis<']
The Blue Hole;N/A;Horror            ;(2022);N/A;N/A;['>Dave Castiglione<', '>Laura Giglio<', '>|<'];['>Dave Castiglione<', '>Debbie D<', '>Sean Donohue<', '>Michelle Gibbs<']
In the Weeds;87 min;Comedy, Drama            ;(2022);N/A;N/A;['>Clayton Allis<', '>Doug E. Doug<', '>|<'];['>Doug E. Doug<', '>Jaspal Binning<', '>Jazmine Villegas<', '>Zeke Allis<']
Case Files;N/A;Action, Fantasy            ;(2022);N/A;N/A;['>Damien Kage<', '>|<'];['>Jessica Millott<', '>Kelvin Wolfenden<', '>Sasha Desouza-Willock<', '>William Marshall<']
Fareb;N/A;Crime, Mystery, Thriller            ;(2022);N/A;N/A;['>Sanjiv Jaiswal<', '>|<'];['>Aniruddh Dave<', '>Vaansh Goswami<', '>Sanchi Rai<']
The Warren;73 min;Mystery            ;(2022);N/A;N/A;['>John Olvera<', '>|<'];['>Robert Santana Jr.<', '>Tallulah Miles<', '>Cory Storey<', '>Renee Duron<']
La Vida en el Silencio;N/A;Drama            ;(2022);8.0;N/A;['>Rodrigo Arnaz<', '>|<'];['>Gabriela de la Garza<', '>Claudia Lobo<', '>Marco Treviño<', '>María Aura<']
De perdidos a Río;N/A;Comedy            ;(2022);N/A;N/A;['>Joaquín Mazón<', '>|<'];['>Cláudia Abrantes<', '>Esther Acebo<', '>Cassio Alves<', '>Carlos Areces<']
Loupetoo;90 min;Animation, Comedy, Musical            ;(2022);5.5;N/A;N/A;N/A
A Father's Pride;N/A;Drama            ;(2022);N/A;N/A;['>Jamal Hall<', '>|<'];['>Kumar Beaubien<', '>Derrick Black<', '>Israel Caraballo Jr.<', '>Pierluca Ferdinand<']
Kaya Palat;N/A;Thriller            ;(2022);N/A;N/A;['>Shoib Nikash Shah<', '>|<'];['>Satish Bhat<', '>Rohil Bhatia<', '>Swaroopa Ghosh<', '>Rahhat Shah Kazmi<']
Advancing of ZQ;108 min;Action, Comedy, Fantasy            ;(2022);N/A;N/A;['>Yang Song<', '>Song Yang<', '>|<'];['>Lun Ai<', '>Elaija Chekhov<', '>Natalia Golovenko<', '>Yanbo Han<']
Pinup Zombies;N/A;Horror            ;(2022);N/A;N/A;['>Catt Dahman<', '>|<'];['>Angieguinn<', '>Maria Morrison<', '>Marc Pearce<', '>Justin P. Warren<']
Maate Mantramu;N/A;Comedy, Drama, Romance            ;(2022);N/A;N/A;['>Abhimanyu Baddi<', '>|<'];['>Megha Akash<', '>Abhay Bethiganti<', '>R.J. Hemant<', '>Rajendra Prasad<']
Temecula;N/A;Comedy, Drama, Mystery            ;(2022);N/A;N/A;['>Cj Colando<', '>|<'];['>Charlotte Kaseta<', '>Jenni Kennedy<', '>Eden Elissague<', '>Emily Shulmanovich<']
La diosa reflectante;190 min;Romance            ;(2022);N/A;N/A;['>José Martos<', '>|<'];['>Yago Borrell<', '>Albert Soriano París<', '>Juan Carlos Gallardo<', '>José Martos<']
Dirty Little Secrets;N/A;Drama            ;(2022);N/A;N/A;['>Jackson Ezard<', '>|<'];['>Rachel Burgess<', '>Caitlyn Cara<', '>Koko Crozier<', '>Laura Darras<']
Urban Shakedown;84 min;Comedy            ;(2022);N/A;N/A;['>Travis Ammons<', '>Todd McCammon<', '>|<'];['>David Matranga<', '>Wayne Dehart<', '>Larissa Dali<', '>Sheryl Denise<']
Jue wang zhu fu;91 min;Comedy            ;(2022);3.9;N/A;['>Qi Zhang<', '>|<'];['>Yuan Chang<', '>Jackie Li<', '>Chengsi Wang<', '>Xiangpeng Guo<']
Niñas bien que se portan mal;92 min;Drama            ;(2022);N/A;N/A;['>Manuel Ramirez<', '>|<'];['>Rafael Angeles<', '>Brenda Barragan<', '>Oscar Buitrillo<', '>Diego Islas C.<']
Prahala;60 min;Drama            ;(2022);N/A;N/A;['>Beni Adam<', '>|<'];['>Beni Adam<', '>Vica Kerekes<', '>Tatiana Pauhofová<', '>Jeremi Durand<']
13TH STEPPING;N/A;Drama            ;(2022);N/A;N/A;['>Emily Ruhl<', '>|<'];['>Sushant Adlakha<', '>Jeff Essex<', '>Destiny Hernandez<', '>Ellen Green Johnson<']
Dementophobia;N/A;Horror            ;(2022);N/A;N/A;['>Richard Hempton<', '>Robert Vardaros<', '>|<'];['>Hannah Fierman<', '>Piper Collins<', '>Christian Blaque Meier<', '>Keith Brooks<']
Dracula's Bride of Horror;N/A;Horror            ;(2022);N/A;N/A;['>Tim Lee<', '>|<'];['>Junie Hoang<', '>Kyle Colton<', '>Elaine Ballace<', '>Lacey Rae<']
Frozen Moments;N/A;Thriller            ;(2022);N/A;N/A;['>Craig Newland<', '>|<'];['>Jessica Grace Smith<', '>Mark Mitchinson<', '>David Aston<', '>Liam Coleman<']
Srinagar;N/A;Drama            ;(2022);9.0;N/A;['>Sanoj R. Mishra<', '>|<'];['>Ravie Sudha Choudhary<', '>Uzma Ahmed<', '>Anil Anjunil<', '>Vikas Chaudhary<']
Othaikku Oththa;N/A;N/A;(2022);N/A;N/A;['>Barnesh<', '>|<'];['>Atharvaa Murali<', '>Vidya Pradeep<']
The Way of Generations;87 min;Drama            ;(2022);N/A;N/A;['>Volodymyr Sidko<', '>|<'];['>Larysa Rusnak<', '>Anastasiya Nesterenko<', '>Nazar Borushok<', '>Sergiy Velykyi<']
Toll;N/A;N/A;(2022);N/A;N/A;['>Carolina Markowicz<', '>|<'];['>Maeve Jinkings<', '>Thomas Aquino<', '>Isac Graça<', '>Caio Macedo<']
Keisha;N/A;Drama            ;(2022);N/A;N/A;['>Nakia T Hamilton<', '>|<'];['>Nelson J. Davis<', '>Ty Respus<', '>Joe McAlear<']
One Friday Night;N/A;N/A;(2022);N/A;N/A;['>Manish Gupta<', '>|<'];['>Vidhi Chitalia<', '>Hemant K Gaur<', '>Milind Soman<', '>Raveena Tandon<']
Desires and Delusions;N/A;Comedy            ;(2022);9.5;N/A;['>Nicole Sarah Fry<', '>|<'];['>Yasmine Meaden<', '>Lottie Saul-Paterson<', '>Nicole Sarah Fry<', '>David Stokes<']
Mephisto;108 min;Drama, Fantasy, Thriller            ;(2022);N/A;N/A;['>Cristian Proa<', '>|<'];['>Juan Acosta<', '>Aron Aguiar<', '>Johana Fragoso Blendl<', '>Matilde Castañeda<']
Sherlock: The Musical;N/A;Musical, Mystery            ;(2022);N/A;N/A;['>Stefan van de Graaff<', '>Dallyn Vail Bayles<', '>|<'];['>Conlon Bonner<', '>Kaden Caldwell<', '>Paul Cartwright<', '>Carleton Bluford<']
Night Rain;N/A;Crime, Mystery, Thriller            ;(2022);N/A;N/A;['>Synthian Sharp<', '>Jeanne Marie Spicuzza<', '>|<'];['>Jeanne Marie Spicuzza<', '>Adam Lesar<', '>Clarissa Thibeaux<', '>Thessa Mloe<']
Guilt;N/A;Thriller            ;(I) (2022);N/A;N/A;['>Tom Proctor<', '>|<'];['>Ashley Bowers<', '>Mark Bracich<', '>Michael Forrest<', '>Carl Jorgensen<']
The Division;90 min;Drama            ;(2022);N/A;N/A;['>Hussain Ahmad<', '>|<'];['>Hussain Ahmad<', '>Marlee Alexander<', '>Steven Robert Alexander<', '>Aryan Joshi<']
Above the Dust;N/A;Drama            ;(2022);N/A;N/A;['>Xiaoshuai Wang<', '>|<'];['>Jun Li<', '>Wenxin Ouyang<', '>Jingchun Wang<', '>Zichuan Wang<']
